BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CE,1109159,1109159,EWS,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CE,641745,838600,FW/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CE,650958,1314279,UR/X/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSE,370638,1368553,EWS,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSE,131091,349024,FW/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSE,153960,1408463,UR/X/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSEDS,428507,964866,EWS,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSEDS,165066,349174,FW/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSEDS,430803,1403641,UR/X/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSEIML,407854,1307519,EWS,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSEIML,190079,331908,FW/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSEIML,117388,1414396,UR/X/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSEITCS,529575,1304213,EWS,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSEITCS,339479,362658,FW/OP,PR
